metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
hw.fan.speed.limit,gauge,,,minute,Alert threshold for hw.fan.speed,0,hardware_sentry,fan.speed.limit,
hw.gpu.io.receive,count,,byte,,GPU received bytes,0,hardware_sentry,gpu.io.receive,
hw.gpu.io.transmit,count,,byte,,GPU transmitted bytes,0,hardware_sentry,gpu.io.transmit,
hw.gpu.memory.limit,gauge,,byte,,GPU memory size,0,hardware_sentry,gpu.memory.limit,
hw.gpu.memory.utilization,gauge,,percent,,GPU memory utilization,-1,hardware_sentry,gpu.memory.utilization,
hw.gpu.utilization,gauge,,percent,,GPU utilization,-1,hardware_sentry,gpu.utilization,
hw.gpu.power,gauge,,watt,,GPU power consumption,0,hardware_sentry,gpu.power,
hw.logical_disk.limit,gauge,,byte,,Logical disk size,0,hardware_sentry,logical_disk.limit,
hw.logical_disk.utilization,gauge,,byte,,Disk space utilization,-1,hardware_sentry,logical_disk.utilization,
hw.lun.paths,gauge,,,,Number of distinct paths to the remote volume,1,hardware_sentry,lun.paths,
hw.memory.limit,gauge,,byte,,Memory module size,0,hardware_sentry,memory.limit,memory
hw.network.bandwidth_utilization,gauge,,percent,,Ratio of the available bandwidth utilization,-1,hardware_sentry,network.bandwidth_utilization,
hw.network.error_ratio,gauge,,percent,,Ratio of sent and received packets that were in error,-1,hardware_sentry,network.error_ratio,
hw.network.bandwidth_limit,gauge,,byte,second,Speed that the network adapter and its remote counterpart currently use to communicate with each other,0,hardware_sentry,network.bandwidth_limit,
hw.network.up,gauge,,,,Indicates whether the network card is plugged-in to the network or not,1,hardware_sentry,network.up,
hw.network.io.receive,count,,byte,,Network card received bytes,0,hardware_sentry,network.io.receive,
hw.network.io.transmit,count,,byte,,Network card transmitted bytes,0,hardware_sentry,network.io.transmit,
hw.network.packets.receive,count,,packet,,Network card received packets,0,hardware_sentry,network.packets.receive,
hw.network.packets.transmit,count,,packet,,Network card transmitted packets,0,hardware_sentry,network.packets.transmit,
hw.other_device.uses,count,,operation,,Number of times this device has been used,0,hardware_sentry,other_device.uses,
hw.other_device.value,gauge,,,,Currently reported value of the device,0,hardware_sentry,other_device.value,
hw.physical_disk.endurance_utilization,gauge,,percent,,Endurance utilization of the SSD,1,hardware_sentry,physical_disk.endurance_utilization,
hw.physical_disk.size,gauge,,byte,,Physical disk size,0,hardware_sentry,physical_disk.size,
hw.power_supply.limit,gauge,,watt,,Maximum power output,0,hardware_sentry,power_supply.power,
hw.power_supply.status,gauge,,,,Power supply status,0,hardware_sentry,power_supply.status,
hw.power_supply.utilization,gauge,,percent,,Ratio of the power supply's capacity currently in use,-1,hardware_sentry,power_supply.utilization,
hw.robotics.moves,count,,operation,,Number of moves operations that happened during the last collect interval,0,hardware_sentry,robotics.moves,
hw.tape_drive.operations,count,,operation,,Number of operations performed by the tape drive,0,hardware_sentry,tape_drive.operations,
hw.temperature,gauge,,degree celsius,,Current temperature reading,-1,hardware_sentry,temperature,
hw.temperature.limit,gauge,,degree celsius,,Alert threshold for hw.temperature,-1,hardware_sentry,temperature.limit,
hw.vm.power_ratio,gauge,,watt,,Fraction of power of the physical host to run this VM,0,hardware_sentry,vm.power_ratio,
hw.vm.power_state,gauge,,,,Virtual machine current power state (on / off / standby),0,hardware_sentry,vm.power_state,
hw.voltage,gauge,,volt,,Voltage output,0,hardware_sentry,voltage,
hw.voltage.limit,gauge,,volt,,Alert threshold for hw.voltage,0,hardware_sentry,voltage.limit,
